auditory_auditory_ABS,auditory_cingulooper_ABS,auditory_cinguloparietal_ABS,auditory_DAN_ABS,auditory_DMN_ABS,auditory_EXE_ABS,auditory_retrospenialtemporal_ABS,auditory_salience_ABS,auditory_sensorymotorhand_ABS,auditory_sensorymotormouth_ABS,auditory_VAN_ABS,auditory_VIS_ABS,cingulooper_cingulooper_ABS,cingulooper_cinguloparietal_ABS,cingulooper_DAN_ABS,cingulooper_DMN_ABS,cingulooper_EXE_ABS,cingulooper_retrospenialtemporal_ABS,cingulooper_salience_ABS,cingulooper_sensorymotorhand_ABS,cingulooper_sensorymotormouth_ABS,cingulooper_VAN_ABS,cingulooper_VIS_ABS,cinguloparietal_cinguloparietal_ABS,cinguloparietal_DAN_ABS,cinguloparietal_DMN_ABS,cinguloparietal_EXE_ABS,cinguloparietal_retrospenialtemporal_ABS,cinguloparietal_salience_ABS,cinguloparietal_sensorymotorhand_ABS,cinguloparietal_sensorymotormouth_ABS,cinguloparietal_VAN_ABS,cinguloparietal_VIS_ABS,DAN_DAN_ABS,DAN_DMN_ABS,DAN_EXE_ABS,DAN_retrospenialtemporal_ABS,DAN_salience_ABS,DAN_sensorymotorhand_ABS,DAN_sensorymotormouth_ABS,DAN_VAN_ABS,DAN_VIS_ABS,DMN_DMN_ABS,DMN_EXE_ABS,DMN_retrospenialtemporal_ABS,DMN_salience_ABS,DMN_sensorymotorhand_ABS,DMN_sensorymotormouth_ABS,DMN_VAN_ABS,DMN_VIS_ABS,EXE_EXE_ABS,EXE_retrospenialtemporal_ABS,EXE_salience_ABS,EXE_sensorymotorhand_ABS,EXE_sensorymotormouth_ABS,EXE_VAN_ABS,EXE_VIS_ABS,retrospenialtemporal_retrospenialtemporal_ABS,retrospenialtemporal_salience_ABS,retrospenialtemporal_sensorymotorhand_ABS,retrospenialtemporal_sensorymotormouth_ABS,retrospenialtemporal_VAN_ABS,retrospenialtemporal_VIS_ABS,salience_salience_ABS,salience_sensorymotorhand_ABS,salience_sensorymotormouth_ABS,salience_VAN_ABS,salience_VIS_ABS,sensorymotorhand_sensorymotorhand_ABS,sensorymotorhand_sensorymotormouth_ABS,sensorymotorhand_VAN_ABS,sensorymotorhand_VIS_ABS,sensorymotormouth_sensorymotormouth_ABS,sensorymotormouth_VAN_ABS,sensorymotormouth_VIS_ABS,VAN_VAN_ABS,VAN_VIS_ABS,VAN_VIS_ABS.1
0.37953919,0.25846837,0.19856748,0.05464741,0.03047479,0.04278035,0.13645535,0.10247723,0.17717767,0.25122227,0.15108534,0.10245097,0.34160513,0.07260144,0.07198039,0.1384869,0.01176254,0.08100822,0.22949526,0.14756454,0.20119657,0.09288827,0.10598422,0.85571087,0.02277437,0.1072866,0.08690609,0.44845001,0.15522047,0.18692599,0.09604893,0.26827561,0.14311927,0.22828949,0.11526677,0.09820156,0.0008945,0.11515806,0.034571,0.05065933,0.1138707,0.08231478,0.31043632,0.03004846,0.10371289,0.09020292,0.05124317,0.08934989,0.09681908,0.01022777,0.25513278,0.03847344,0.21956879,0.05069254,0.02832894,0.01058835,0.13166748,0.60950486,0.07946011,0.12767194,0.07687447,0.18831684,0.15952423,0.66229158,0.00078185,0.13502948,0.04982428,0.12109099,0.27945578,0.10295684,0.09289115,0.09157923,0.42181529,0.08587688,0.01040281,0.29327235,0.09686911,0.4059843
0.42871928,0.23528614,0.06191101,0.14476246,0.04342802,0.0280317,0.13812682,0.03879896,0.08147191,0.29667565,0.03509048,0.04132351,0.38365612,0.07169777,0.28037768,0.15645958,0.01819319,0.00955874,0.01843106,0.03375631,0.16992183,0.07679573,0.11672357,1.05254321,0.07651796,0.0862252,0.0638059,0.13844777,0.06468199,0.01578361,0.02419585,0.16060039,0.07908671,0.3472122,0.24400017,0.04439304,0.00613344,0.12870645,0.0484728,0.13745964,0.15069931,0.16384121,0.38199774,0.07521284,0.09954497,0.1150509,0.03836909,0.04571797,0.20019705,0.12973583,0.22247311,0.07259909,0.03897656,0.01323546,0.02798732,0.00146355,0.06971642,0.5345643,0.02817392,0.09033396,0.0977792,0.17160325,0.15915622,0.23678263,0.0638982,0.03640892,0.07848925,0.08660582,0.25088631,0.09867763,0.04573748,0.0714943,0.78976671,0.06834297,0.06221053,0.32588661,0.12174052,0.36069153
0.38443408,0.21836813,0.14856144,0.07735157,0.01033564,0.03222555,0.18268361,0.02020739,0.16206299,0.19783313,0.02266602,0.07736958,0.29107382,0.01375481,0.05270793,0.02816259,0.03637287,0.19134794,0.05782754,0.09424346,0.10708953,0.02985998,0.04875564,0.84313467,0.0692286,0.05515307,0.06863797,0.05904802,0.15918994,0.15142481,0.08808519,0.00754796,0.00811338,0.20141726,0.12258548,0.04593586,0.04639966,0.19131392,0.07756709,0.10666209,0.08407697,0.17871574,0.35492811,0.16292364,0.05148193,0.10047985,0.04299278,0.08077126,0.06010726,0.04295837,0.30248369,0.1650443,0.04518699,0.02962339,0.03729918,0.00145223,0.16210853,0.69862583,0.03996522,0.09071905,0.01645654,0.01510572,0.14484256,0.46891938,0.11726748,0.00388564,0.12955521,0.16930876,0.27990732,0.09490511,0.00138592,0.07236127,0.33726412,0.00155554,0.06154922,0.13256648,0.10091944,0.4549453
0.35834067,0.15522708,0.17604276,0.06974649,0.01245016,0.03445766,0.01363193,0.00812861,0.16242581,0.26643036,0.09000787,0.00057218,0.27764934,0.00435896,0.13976611,0.11612731,0.02418395,0.06929605,0.08885326,0.08648965,0.1205883,0.00326937,0.06073882,0.94047304,0.02586029,0.04271868,0.0489116,0.09346453,0.15411209,0.14925828,0.11183307,0.1171071,0.13503311,0.21322029,0.1249657,0.08943988,0.05258831,0.06716287,0.06446123,0.14587304,0.08102212,0.19181283,0.25698405,0.00238581,0.02546366,0.03236595,0.02698117,0.01230369,0.11870106,0.08820415,0.27107952,0.11463435,0.17776119,0.08546262,0.04579958,0.04974232,0.1255076,0.54479905,0.03754954,0.05985129,0.08409185,0.03087401,0.09450115,0.51007274,0.18336148,0.07057086,0.09079426,0.05005832,0.36988711,0.17000821,0.00144788,0.05635656,0.62801007,0.01361201,0.04143551,0.26626195,0.09620329,0.38861627
0.38563283,0.19007405,0.19201764,0.13880824,0.00140199,0.13583184,0.06205629,0.01119486,0.19763832,0.24079214,0.11699787,0.04254386,0.39153352,0.05711895,0.14400341,0.09698644,0.06613613,0.14899921,0.21401943,0.09927558,0.08616937,0.06200395,0.03127476,0.92684978,0.17808363,0.12788193,0.02752215,0.22676793,0.15438512,0.11172735,0.11441531,0.12362232,0.04777434,0.30424099,0.13916534,0.09140762,0.02099625,0.09994936,0.13544559,0.2061618,0.06663263,0.21753032,0.22680403,0.03798543,0.02299038,0.02598498,0.04216623,0.04390457,0.06378394,0.05949694,0.25680654,0.03330124,0.06902727,0.13710899,0.1523358,0.03440037,0.10012277,0.78467112,0.03285398,0.01544744,0.05328057,0.14636643,0.13109235,0.44988826,0.08229754,0.17606699,0.05749869,0.13200526,0.31569047,0.24218951,0.04327841,0.06357127,0.52755124,0.05823323,0.17503233,0.21255851,0.12337099,0.40879067
0.33641019,0.11037498,0.12338297,0.05532909,0.04500066,0.14146172,0.02111646,0.10236913,0.23765449,0.32175746,0.11173145,0.01940549,0.37677742,0.01864837,0.1040983,0.05852972,0.00074918,0.13839668,0.17408001,0.02461236,0.05973288,0.04920687,0.06868299,0.94811047,0.15317652,0.10507414,0.0192818,0.15950402,0.25311311,0.18997829,0.15406339,0.07626583,0.02521255,0.28741202,0.18172065,0.08928381,0.02112268,0.12578037,0.09718951,0.07567333,0.06779048,0.21181198,0.30703224,0.04022518,0.02441463,0.14153217,0.0188574,0.06646252,0.0971794,0.07992871,0.3688883,0.17357914,0.17095964,0.20933785,0.19944148,0.02340925,0.2215454,0.59776006,0.15820371,0.03342121,0.06122635,0.12083759,0.20508979,0.44852776,0.22341523,0.14316529,0.08239978,0.15215627,0.41410431,0.27159254,0.03585355,0.05061264,0.73418675,0.08448246,0.08074473,0.19864637,0.11148477,0.53859754
0.48643209,0.23900931,0.18889449,0.04259146,0.06657726,0.02923849,0.07562606,0.03162125,0.29954669,0.4052831,0.14074218,0.12688112,0.41088791,0.00708649,0.07166539,0.11594157,0.01972166,0.00123215,0.1808108,0.1041451,0.14666843,0.06967533,0.04958515,1.14599558,0.01066221,0.0327747,0.09130029,0.02767435,0.1547359,0.27510877,0.20475033,0.14596784,0.04394194,0.23839622,0.10699263,0.0742723,0.03689641,0.17953839,0.05390856,0.10714809,0.09160692,0.14871265,0.35474095,0.04575807,0.19187479,0.00841479,0.08404741,0.0898919,0.08981427,0.06939426,0.17097282,0.03523973,0.18220074,0.05143066,0.06793434,0.01489923,0.10586855,0.64998635,0.03302463,0.17636994,0.13849136,0.07846692,0.12805994,0.58641603,0.06925089,0.13575249,0.1451142,0.18752298,0.50688669,0.40164025,0.07173738,0.09670876,0.72071755,0.06849876,0.01385823,0.22210542,0.12417861,0.40783834
0.33221293,0.30754918,0.0313505,0.10739444,0.01086693,0.02824658,0.16467508,0.0801344,0.14705939,0.16142732,0.02500201,0.10510198,0.49028115,0.07951383,0.21990569,0.14517473,0.07194188,0.1222046,0.12487258,0.18807481,0.15665914,0.07186293,0.0417598,0.97171483,0.00564425,0.04539006,0.05645004,0.27967912,0.11252588,0.00615937,0.05576326,0.07863214,0.10446881,0.35292922,0.25557403,0.04354458,0.03033333,0.02016859,0.04495115,0.18175923,0.15574411,0.16712901,0.42243684,0.05672515,0.05542313,0.03121087,0.04727213,0.13505518,0.2124014,0.07503715,0.17175509,0.08709911,0.1156553,0.05367399,0.02954882,0.02281685,0.06934317,0.70358672,0.07501439,0.13177403,0.04063406,0.07925708,0.3713943,0.34938702,0.0013093,0.04426421,0.07382134,0.04046756,0.3198218,0.05798795,0.08930584,0.1894511,0.52703611,0.00271137,0.12488997,0.2948644,0.04103503,0.54647065
0.28327414,0.11153326,0.14315044,0.07768072,0.04716078,0.08096661,0.06756699,0.03421359,0.18440041,0.23219343,0.04136779,0.01114801,0.27915627,0.09297089,0.1246394,0.08471934,0.07567732,0.2218805,0.10808689,0.05568957,0.10115399,0.06104846,0.03716637,0.80922914,0.06390987,0.00844363,0.02116323,0.24694649,0.01619422,0.2359486,0.1344314,0.09201333,0.03154384,0.2240289,0.13438981,0.07142396,0.07373326,0.07998948,0.08450492,0.10639789,0.04626295,0.10475065,0.27127549,0.01068187,0.06639768,0.04168826,0.0175759,0.07493276,0.06872683,0.01020799,0.19885489,0.03561453,0.05485503,0.06049515,0.12711282,0.0449785,0.10531032,0.77033183,0.13759837,0.09459254,0.08220489,0.14642367,0.14154268,0.44919195,0.12556982,0.0878992,0.1064614,0.12558899,0.3982304,0.1122889,0.00033283,0.01525054,0.53945669,0.04003542,0.09468749,0.15360992,0.05419978,0.29389729
0.34367305,0.1964363,0.03507839,0.01349326,0.05663452,0.05142097,0.06242468,0.0323406,0.09741299,0.29988969,0.07644492,0.08109246,0.50703364,0.08153263,0.16509032,0.10679855,0.05027728,0.1970307,0.08714349,0.14619083,0.15726862,0.03912087,0.10867075,1.08976652,0.05546394,0.16562354,0.01349498,0.09482748,0.08358326,0.07704269,0.07264149,0.10048869,0.02080307,0.30278863,0.20035938,0.02074109,0.11276181,0.00045932,0.02740009,0.06543139,0.07367666,0.12647731,0.30065636,0.06552829,0.08811757,0.02241782,0.04606745,0.00374896,0.04459594,0.00759406,0.21853475,0.13755289,0.13867919,0.08674646,0.01548669,0.03910733,0.09307868,0.59465113,0.1548381,0.03650575,0.08150965,0.15813818,0.13728638,0.46601889,0.04317245,0.0159251,0.03730254,0.03799534,0.30473565,0.00193551,0.01475124,0.10781534,0.57453524,0.00926516,0.00624955,0.2008805,0.13871719,0.3992305
0.28333794,0.09294642,0.06371614,0.02704082,0.06917377,0.02517146,0.01188279,0.0367753,0.0618213,0.11731009,0.03834897,0.02166127,0.24464767,0.05662398,0.03201668,0.05295554,0.00255324,0.0322316,0.12850706,0.03948266,0.05878303,0.09043001,0.05117306,0.77392947,0.01103372,0.02982549,0.04540499,0.02094875,0.21984408,0.17802311,0.09426217,0.04052494,0.08022263,0.21271976,0.09279392,0.08298496,0.07315101,0.15615615,0.02809676,0.08003057,0.10152296,0.16379906,0.36692453,0.15427551,0.03829812,0.07069166,0.04061702,0.10651843,0.06914978,0.08659415,0.30134453,0.07671153,0.06236843,0.02908074,0.11357804,0.0640852,0.21363488,0.71391034,0.0777243,0.03398224,0.0043185,0.04067674,0.14942737,0.56170542,0.11196484,0.13200332,0.18079298,0.06812326,0.16910754,0.04105166,0.00730868,0.07613943,0.48247918,0.02639899,0.13556161,0.22683854,0.11194663,0.53477921
0.2812992,0.10848716,0.07135505,0.0377408,0.069033,0.0559319,0.02234694,0.00051278,0.21584755,0.20666839,0.03172143,0.00053373,0.20639923,0.00493816,0.04720036,0.04723213,0.00114069,0.0612966,0.06407812,0.07283417,0.03552479,0.02932274,0.03970407,0.8440118,0.06214472,0.05707293,0.12136702,0.04841611,0.16820627,0.14551052,0.02229273,0.04837665,0.15542269,0.20961812,0.14525489,0.01481243,0.01191831,0.07315862,0.05076977,0.08123352,0.07388174,0.13754647,0.32993638,0.07565626,0.078122,0.03017019,0.04603079,0.00954462,0.1050061,0.02270858,0.2820561,0.0954814,0.26433529,0.09559067,0.05273344,0.01256432,0.10551842,0.55254918,0.12782635,0.02886061,0.00986766,0.10360757,0.1333815,0.46526544,0.11011426,0.03819199,0.04809034,0.12711469,0.46951477,0.25739776,0.0021748,0.0481249,0.46798636,0.02057755,0.06702958,0.15904499,0.07793755,0.36985642
0.25400221,0.09651782,0.01725275,0.03214227,0.03338841,0.00577128,0.04656454,0.04481693,0.06948208,0.16931908,0.03188713,0.03086895,0.20327685,0.02687428,0.09676038000000001,0.09764999,0.03767726,0.13455138,0.15709491,0.06017791,0.07353967,0.00038621,0.01216514,0.62238137,0.03334692,0.14659,0.05937849,0.2466389,0.00663779,0.0598127,0.11853161,0.10589387,0.0517247,0.17211618,0.11168112,0.00869606,0.07328994,0.04321698,0.07593408,0.0387287,0.07471932,0.15252735,0.2353661,0.08303518,0.00822633,0.01328867,0.05349164,0.03689782,0.09350101,0.05789496,0.09343891,0.08411822,0.04895831,0.02585957,0.02079645,0.00745097,0.03342602,0.79600806,0.19977205,0.03688503,0.02608472,0.14934441,0.08720114,0.51197053,0.04356849,0.01892289,0.14275788,0.11124354,0.2205735,0.11143854,0.06821499,0.00191578,0.38868664,0.00368726,0.00847903,0.16365441,0.07744087,0.35507092
0.21018942,0.0806952,0.1113963,0.0392232,0.040044,0.05442906,0.02998378,0.05135866,0.13936264,0.1296665,0.0408402,0.02869355,0.32308949,0.04917875,0.10487509,0.09506745,0.00510764,0.13055493,0.20147277,0.00103547,0.07866173,0.01895824,0.08899812,0.9475611,0.07804205,0.06187151,0.02086678,0.06196779,0.26248034,0.19275945,0.25253063,0.07909136,0.01771263,0.15247514,0.09561471,0.01763423,0.01638319,0.00218637,0.04703616,0.05764904,0.05897949,0.05699345,0.24081935,0.09169735,0.10019492,0.01395789,0.00334071,0.03988154,0.06240713,0.0120837,0.1731823,0.12594758,0.07453,0.0754075,0.11026798,0.00404507,0.06600492,0.37692617,0.06535915,0.04357519,0.08543977,0.02707502,0.15729822,0.44477132,0.12651604,0.21887758,0.01450149,0.08272181,0.41055753,0.3333275,0.00840507,0.02421928,0.71071447,0.00040274,0.05953391,0.1552101,0.03790855,0.24797648
0.34647222,0.22027146,0.05316291,0.01589875,0.04738127,0.01990081,0.04350229,0.12372592,0.0763684,0.16671662,0.13729031,0.13132313,0.43880228,0.08172195,0.02501406,0.01031173,0.02011091,0.20532318,0.15341658,0.15172795,0.10009647,0.1454501,0.25820531,0.82073396,0.08800817,0.03813735,0.02182332,0.01466942,0.01598217,0.03503829,0.01042956,0.06478831,0.03814545,0.21238476,0.07180955,0.05266014,0.02329065,0.09135641,0.00732351,0.04211069,0.03639071,0.13291242,0.24736603,0.09731248,0.09458549,0.15582754,0.0329816,0.05875688,0.05937004,0.01507357,0.19483841,0.03487557,0.00286606,0.02442774,0.02450774,0.00158537,0.06320165,0.53785616,0.22204201,0.09588676,0.04954897,0.14496624,0.22489334,0.35659473,0.04609694,0.00630096,0.16787768,0.16903551,0.24615578,0.04269377,0.00948062,0.11436284,0.49750547,0.03650666,0.00712201,0.27157216,0.14653231,0.51767552
0.2719688,0.130433,0.00931558,0.03985721,0.04206036,0.01269502,0.11288094,0.00335106,0.13499929,0.19328352,0.021424,0.01553221,0.23227251,0.03666845,0.04170671,0.06814602,0.02311903,0.13410552,0.15541392,0.12208894,0.1453092,0.10275977,0.03695818,0.65610032,0.00793365,0.01699892,0.0567324,0.15766442,0.07809741,0.09516602,0.19015073,0.10099674,0.06601627,0.22060913,0.07960766,0.07128389,0.03036764,0.08276839,0.07168233,0.04507881,0.02853706,0.16548125,0.2428146,0.10094071,0.04919194,0.01794999,0.04889348,0.04483656,0.05456075,0.02711546,0.20033505,0.13672677,0.16522947,0.0498666,0.00670493,0.06106431,0.11520388,0.60327787,0.19126845,0.03706841,0.08519143,0.12099671,0.16716651,0.44173661,0.1157138,0.04495447,0.14347845,0.0962409,0.26893403,0.19121378,0.00429401,0.04250721,0.33026853,0.04607967,0.00504247,0.16559205,0.07200591,0.52669067
0.19258392,0.18673155,0.07158482,0.0151417,0.00965795,0.01420524,0.0037631,0.16137993,0.05906147,0.18014196,0.1232253,0.00952537,0.2701011,0.07589765,0.04971496,0.11130036,0.00135176,0.01956144,0.16286579,0.02275233,0.16373823,0.092996,0.06640675,0.56718697,0.01936841,0.0332142,0.08434991,0.06361992,0.12722398,0.08245396,0.12986393,0.17826708,0.08766483,0.15582341,0.08219181,0.06284218,0.10668777,0.08469186,0.00090153,0.0538178,0.02703249,0.04147899,0.21802709,0.05208196,0.0299269,0.03358823,0.00456329,0.07041699,0.01505278,0.08004719,0.16808048,0.01924533,0.14779968,0.00258385,0.04867641,0.00214088,0.02098114,0.43930789,0.03197184,0.02601932,0.01711023,0.08884911,0.13560706,0.41299277,0.06668897,0.06669698,0.05890982,0.01519249,0.18254734,0.14160554,0.05366737,0.04398956,0.42595767,0.1565457,0.01154379,0.20209581,0.04341673,0.24932259
0.40152373,0.23822571,0.09980342,0.11654304,0.0237992,0.0446472,0.16208568,0.12354899,0.13462506,0.36286398,0.01767972,0.01190294,0.31693095,0.10792709,0.11604585,0.08005799,0.06783913,0.17007192,0.2099661,0.10734668,0.22837456,0.00545891,0.01544604,0.48334083,0.09632917,0.0319635,0.12724186,0.18187615,0.03779009,0.05728514,0.1438898,0.05052314,0.15221903,0.20924627,0.15050913,0.02191223,0.12646341,0.03660343,0.08443279,0.12263642,0.0729756,0.09774794,0.30101788,0.06938985,0.01593844,0.04013225,0.05024099,0.04457125,0.10406393,0.00504881,0.22691163,0.00859151,0.05893179,0.00086483,0.08853103,0.02573087,0.10335532,0.69693779,0.12475978,0.09730112,0.1968212,0.08521202,0.00651451,0.54942595,0.0053376,0.11274707,0.00374397,0.01908247,0.22441179,0.12453036,0.00615289,0.10737534,0.74554992,0.01022278,0.06520352,0.20758776,0.05287661,0.44938764
0.40845221,0.14525984,0.03657149,0.00064621,0.12454484,0.06346831,0.00112297,0.13470168,0.13027435,0.26416433,0.07912566,0.01869923,0.27933579,0.00130724,0.02292392,0.03025591,0.01271569,0.01151608,0.27163361,0.12540352,0.11509886,0.03166297,0.08598426,0.89505318,0.13895412,0.10613089,0.04944442,0.20060768,0.22868545,0.07877948,0.06422988,0.09871219,0.01042965,0.19227125,0.10666418,0.0701454,0.01472083,0.09411481,0.00647418,0.03334841,0.0446942,0.14341812,0.30879656,0.10854327,0.03833545,0.09647059,0.04120823,0.08327039,0.0615019,0.00050149,0.25320524,0.15154544,0.11585219,0.07441743,0.03892927,0.05253861,0.17461161,0.65341766,0.04247263,0.02369826,0.02722435,0.14764827,0.15198459,0.57592952,0.07024308,0.10265211,0.05204438,0.18427232,0.42089395,0.20578718,0.03442143,0.01674981,0.57166675,0.05352718,0.05021712,0.18848081,0.09090962,0.30371805
0.41825464,0.14018309,0.19267132,0.09551968,0.00152404,0.16530411,0.1350518,0.01649777,0.2886921,0.37717232,0.09515713,0.01154796,0.25829017,0.1431918,0.17871244,0.17539026,0.07047871,0.13391846,0.10093449,0.13015698,0.06580431,0.00442464,0.01176797,1.33300236,0.06045746,0.17453397,0.10337767,0.27300533,0.00610373,0.17942368,0.1810077,0.13499701,0.1450983,0.36851561,0.23809024,0.06217537,0.12664611,0.25152052,0.07147419,0.04469563,0.0565655,0.17768017,0.36760361,0.02650652,0.04785635,0.15138786,0.06339752,0.03697695,0.0445398,0.01131918,0.26836866,0.00230693,0.01935029,0.14778462,0.18123114,0.02179053,0.12135852,0.53045446,0.00101895,0.12804341,0.09021337,0.08604517,0.10520874,0.28213532,0.03703655,0.01083686,0.05894627,0.10395717,0.35497606,0.33980095,0.06213514,0.06993074,0.54317563,0.10145169,0.03487134,0.12325983,0.01543292,0.43645404
0.25354896,0.15140864,0.07558551,0.00016856,0.03016417,0.02347109,0.05181671,0.03456531,0.08577727,0.22727127,0.06257489,0.03247214,0.26239124,0.01966017,0.07263315,0.13530767,0.01152805,0.08105944,0.02913853,0.12834231,0.15223134,0.07727936,0.00283849,0.50675756,0.09571835,0.03227262,0.0013081,0.19930483,0.00161675,0.05661484,0.0344414,0.00257315,0.1035097,0.28648001,0.11793065,0.14258803,0.05783278,0.10807398,0.02894448,0.0575012,0.12281483,0.19749622,0.32107285,0.03707964,0.0102685,0.01713365,0.05048078,0.00145303,0.17175906,0.14690209,0.1994071,0.08494319,0.11884407,0.00275232,0.00050012,0.06356147,0.12328204,0.60895234,0.03988375,0.12155594,0.01246554,0.09700031,0.30020532,0.23448798,0.00844485,0.02260662,0.10153348,0.07762283,0.21435787,0.00342727,0.00929919,0.0541935,0.54647267,0.02679314,0.00079769,0.23041737,0.13199326,0.60394817
0.3513705,0.15830176,0.01863135,0.06638273,0.02441728,0.09038766,0.0191169,0.03969495,0.26397332,0.29279132,0.09338067,0.04904067,0.31168392,0.03808015,0.10135581,0.03449168,0.04093748,0.06540997,0.13872475,0.1230711,0.17521427,0.06504021,0.05061465,1.13312396,0.05299234,0.04403969,0.03836019,0.02326838,0.04264323,0.15253016,0.08853347,0.11931079,0.05999987,0.24621266,0.10331857,0.06888771,0.14649271,0.06350348,0.08021454,0.12042406,0.07243296,0.21581059,0.31030926,0.04889686,0.07872363,0.10056818,0.12266561,0.00723216,0.10133371,0.01919636,0.19634681,0.10807372,0.11610757,0.10499692,0.11605115,0.03338633,0.12481651,0.6335541,0.29304736,0.05666346,0.10624091,0.23033322,0.35693525,0.42468342,0.15422606,0.07056259,0.11686422,0.16459331,0.52512005,0.3071722,0.03460499,0.02791895,0.69826564,0.00784562,0.07512214,0.22252325,0.13976674,0.50098501
0.29610554,0.1472535,0.10871769,0.01298813,0.02780201,0.05524814,0.22981259,0.11738155,0.08216676,0.12653341,0.13836794,0.16998396,0.34713517,0.07595078,0.13645035,0.06763653,0.00595495,0.17231094,0.15352909,0.04496605,0.13184429,0.05056929,0.05005372,1.06376985,0.07675972,0.12056523,0.0887271,0.18780716,0.10375632,0.16591767,0.13649395,0.11025379,0.12758853,0.33237436,0.15794347,0.07233176,0.07562527,0.14179734,0.00159546,0.10805655,0.11532807,0.27328607,0.25232069,0.01665189,0.09081729,0.08352546,0.02856541,0.00289142,0.11917487,0.06125539,0.20314331,0.10450719,0.11061657,0.0512412,0.02031551,0.02005184,0.1673951,0.75811578,0.14292352,0.10371794,0.16315976,0.28487563,0.39285531,0.41095531,0.02428011,0.08946602,0.02053829,0.20517268,0.23864982,0.02872786,0.05226973,0.12376478,0.51345107,0.00325627,0.0320778,0.37499683,0.19774908,0.64415979
0.44990653,0.24276039,0.11846317,0.11753538,0.04896283,0.1281841,0.16276298,0.01076848,0.22920003,0.32433792,0.09075693,0.02749521,0.33640246,0.08120424,0.14833337,0.05318504,0.10357105,0.23243884,0.0733484,0.17256787,0.20606956,0.07198821,0.04953566,0.73260743,0.07942227,0.0194201,0.02143425,0.36036121,0.07975067,0.18653503,0.15864375,0.13262868,0.02016907,0.30248499,0.12209389,0.11341501,0.16563485,0.12673636,0.1295433,0.11227036,0.12316622,0.12977221,0.2697425,0.10789928,0.09134517,0.0013302,0.02956399,0.01494327,0.05595865,0.009594,0.28436576,0.02779231,0.06683911,0.09666501,0.08347914,0.06151237,0.11818122,0.69335645,0.0574291,0.18855634,0.14965834,0.13226038,0.12705716,0.30798778,0.00697767,0.02459507,0.06682326,0.08706607,0.41400136,0.25859126,0.01574029,0.02188212,0.79363654,0.00149179,0.03545167,0.28259013,0.13694878,0.31201401
0.38846963,0.18515096,0.04443127,0.01338162,0.00358615,0.04745375,0.04234004,0.01461153,0.08282863,0.33330113,0.0940657,0.05077164,0.41851491,0.14050144,0.17705415,0.20295601,0.04301471,0.11490575,0.16863619,0.14918429,0.17107462,0.04420305,0.02967484,0.74238682,0.12335597,0.16504569,0.03853781,0.10757038,0.10354358,0.00878918,0.0014438,0.13577338,0.04929541,0.36794841,0.2122001,0.07406431,0.13682359,0.1130494,0.08335985,0.05829528,0.17818368,0.23559338,0.32515491,0.01441522,0.07976999,0.03092945,0.0750851,0.01968406,0.12630694,0.10152836,0.20096074,0.11900856,0.12397044,0.08468221,0.08906394,0.02648255,0.09181752,0.65147083,0.08215867,0.03528679,0.06039291,0.03994278,0.06780574,0.50949289,0.00730813,0.11980323,0.03837435,0.12527487,0.26604144,0.0485348,0.02654126,0.00676011,0.70423817,0.05429677,0.02686488,0.19582019,0.15506532,0.49205526
0.18608311,0.06027889,0.01749378,0.03693054,0.03007614,0.00739789,0.04113302,0.01908349,0.0452301,0.18283884,0.03522672,0.02542427,0.2427098,0.06367874,0.1265038,0.16960276,0.01735598,0.15173841,0.10391068,0.08081271,0.04067929,0.00516611,0.04278666,0.67590626,0.11299051,0.00029589,0.12375487,0.21701581,0.00345872,0.05286566,0.13719159,0.20253751,0.07218233,0.21157305,0.18312763,0.02928815,0.08699719,0.05955016,0.06380558,0.07827943,0.07274264,0.10512852,0.3675423,0.057908,0.03830727,0.06251666,0.1192788,0.00964007,0.13403282,0.00988293,0.17709467,0.01055036,0.04321891,0.02841483,0.0500253,0.05575457,0.1347181,0.60760606,0.17818592,0.0485874,0.11896583,0.09843502,0.06429141,0.27119922,0.06492812,0.0542378,0.09971731,0.05202158,0.26096812,0.03674302,0.04036343,0.07304917,0.55723444,0.04859402,0.0872415,0.25078623,0.04438051,0.40181196
0.38464152,0.1777938,0.00696148,0.05165092,0.06968325,0.08098659,0.03279879,0.00995696,0.18788446,0.29324757,0.09866739,0.00666825,0.23313085,0.08195152,0.1019771,0.02775472,0.00644175,0.01686742,0.02989478,0.1070809,0.11388972,0.03672089,0.04053502,0.69189715,0.02977719,0.04114355,0.04575734,0.04159725,0.11169886,0.00082404,0.07669209,0.04974274,0.04567278,0.17382723,0.07829166,0.02960997,0.03330629,0.11203276,0.06278164,0.03292736,0.04785568,0.0961639,0.21789557,0.04457837,0.10097866,0.11191355,0.00933377,0.04622945,0.05178114,0.04395254,0.24675075,0.01036957,0.0762368,0.11939684,0.06617207,0.03926961,0.07164389,0.50827035,0.12925368,0.05917441,0.05651965,0.00984419,0.1572824,0.57045681,0.04515135,0.06101384,0.03031221,0.073752,0.30461626,0.16730847,0.04541558,0.02064662,0.49944025,0.08772268,0.00128335,0.15845393,0.00837415,0.27406319
